week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2026-01-12,BEV-020,STR-025,145,77,54,168,False
2026-01-12,BEV-020,STR-026,117,44,86,75,False
2026-01-12,BEV-020,STR-027,90,32,41,81,False
2026-01-12,BEV-020,STR-028,178,88,46,220,False
2026-01-12,BEV-020,STR-029,160,28,41,147,False
2026-01-12,BEV-020,STR-030,160,47,80,127,False
2026-01-12,BEV-020,STR-031,134,33,35,132,False
2026-01-12,BEV-020,STR-032,186,75,20,241,False
2026-01-12,BEV-020,STR-033,200,29,69,160,False
2026-01-12,BEV-020,STR-034,99,23,113,9,False
2026-01-12,BEV-020,STR-035,122,24,16,130,False
2026-01-12,BEV-020,STR-036,86,42,39,89,False
2026-01-12,BEV-020,STR-037,151,29,91,89,False
2026-01-12,BEV-020,STR-038,109,53,100,62,False
2026-01-12,BEV-020,STR-039,137,100,40,197,False
2026-01-12,BEV-020,STR-040,120,22,42,100,False
2026-01-19,BEV-001,STR-001,95,88,48,135,False
2026-01-19,BEV-001,STR-002,172,99,93,178,False
2026-01-19,BEV-001,STR-003,175,94,33,236,False
2026-01-19,BEV-001,STR-004,188,29,42,175,False
2026-01-19,BEV-001,STR-005,144,33,45,132,False
2026-01-19,BEV-001,STR-006,167,58,70,155,False
2026-01-19,BEV-001,STR-007,116,76,53,139,False
2026-01-19,BEV-001,STR-008,185,23,66,142,False
2026-01-19,BEV-001,STR-009,148,48,53,143,False
2026-01-19,BEV-001,STR-010,130,89,77,142,False
2026-01-19,BEV-001,STR-011,161,38,37,162,False
2026-01-19,BEV-001,STR-012,193,67,34,226,False
2026-01-19,BEV-001,STR-013,81,90,71,100,False
2026-01-19,BEV-001,STR-014,98,35,91,42,False
2026-01-19,BEV-001,STR-015,153,96,38,211,False
2026-01-19,BEV-001,STR-016,150,30,81,99,False
2026-01-19,BEV-001,STR-017,175,64,52,187,False
2026-01-19,BEV-001,STR-018,195,85,72,208,False
2026-01-19,BEV-001,STR-019,103,48,35,116,False
2026-01-19,BEV-001,STR-020,112,44,76,80,False
2026-01-19,BEV-001,STR-021,165,92,51,206,False
2026-01-19,BEV-001,STR-022,188,90,77,201,False
2026-01-19,BEV-001,STR-023,150,29,49,130,False
2026-01-19,BEV-001,STR-024,88,52,43,97,False
2026-01-19,BEV-001,STR-025,172,94,68,198,False
2026-01-19,BEV-001,STR-026,122,65,90,97,False
2026-01-19,BEV-001,STR-027,163,50,35,178,False
2026-01-19,BEV-001,STR-028,159,28,62,125,False
2026-01-19,BEV-001,STR-029,120,82,58,144,False
2026-01-19,BEV-001,STR-030,158,59,88,129,False
2026-01-19,BEV-001,STR-031,99,92,56,135,False
2026-01-19,BEV-001,STR-032,183,60,41,202,False
2026-01-19,BEV-001,STR-033,101,20,56,65,False
2026-01-19,BEV-001,STR-034,180,48,90,138,False
2026-01-19,BEV-001,STR-035,162,75,48,189,False
2026-01-19,BEV-001,STR-036,126,37,45,118,False
2026-01-19,BEV-001,STR-037,122,81,55,148,False
2026-01-19,BEV-001,STR-038,125,59,84,100,False
2026-01-19,BEV-001,STR-039,93,42,60,75,False
2026-01-19,BEV-001,STR-040,90,55,54,91,False
2026-01-19,BEV-002,STR-001,97,88,57,128,False
2026-01-19,BEV-002,STR-002,173,100,94,179,False
2026-01-19,BEV-002,STR-003,89,22,39,72,False
2026-01-19,BEV-002,STR-004,160,23,89,94,False
2026-01-19,BEV-002,STR-005,154,71,74,151,False
2026-01-19,BEV-002,STR-006,107,24,140,0,True
2026-01-19,BEV-002,STR-007,149,89,38,200,False
2026-01-19,BEV-002,STR-008,179,39,59,159,False
2026-01-19,BEV-002,STR-009,108,95,61,142,False
2026-01-19,BEV-002,STR-010,117,37,129,25,False
2026-01-19,BEV-002,STR-011,145,31,45,131,False
2026-01-19,BEV-002,STR-012,144,21,53,112,False
2026-01-19,BEV-002,STR-013,188,98,66,220,False
2026-01-19,BEV-002,STR-014,176,85,100,161,False
2026-01-19,BEV-002,STR-015,100,42,43,99,False
2026-01-19,BEV-002,STR-016,152,38,47,143,False
2026-01-19,BEV-002,STR-017,141,65,66,140,False
2026-01-19,BEV-002,STR-018,177,82,93,166,False
2026-01-19,BEV-002,STR-019,113,67,29,151,False
2026-01-19,BEV-002,STR-020,165,46,61,150,False
2026-01-19,BEV-002,STR-021,181,66,63,184,False
2026-01-19,BEV-002,STR-022,197,78,78,197,False
2026-01-19,BEV-002,STR-023,85,61,24,122,False
2026-01-19,BEV-002,STR-024,146,55,43,158,False
2026-01-19,BEV-002,STR-025,113,94,97,110,False
2026-01-19,BEV-002,STR-026,102,68,79,91,False
2026-01-19,BEV-002,STR-027,126,95,42,179,False
2026-01-19,BEV-002,STR-028,186,29,59,156,False
2026-01-19,BEV-002,STR-029,128,48,58,118,False
2026-01-19,BEV-002,STR-030,125,64,85,104,False
2026-01-19,BEV-002,STR-031,141,97,37,201,False
2026-01-19,BEV-002,STR-032,192,37,46,183,False
2026-01-19,BEV-002,STR-033,109,29,46,92,False
2026-01-19,BEV-002,STR-034,115,47,70,92,False
2026-01-19,BEV-002,STR-035,100,66,56,110,False
2026-01-19,BEV-002,STR-036,184,35,61,158,False
2026-01-19,BEV-002,STR-037,133,62,77,118,False
2026-01-19,BEV-002,STR-038,141,81,119,103,False
2026-01-19,BEV-002,STR-039,155,40,49,146,False
2026-01-19,BEV-002,STR-040,132,22,60,94,False
2026-01-19,BEV-003,STR-001,96,93,54,135,False
2026-01-19,BEV-003,STR-002,97,100,79,118,False
2026-01-19,BEV-003,STR-003,194,93,30,257,False
2026-01-19,BEV-003,STR-004,101,53,53,101,False
2026-01-19,BEV-003,STR-005,146,71,45,172,False
2026-01-19,BEV-003,STR-006,152,22,91,83,False
2026-01-19,BEV-003,STR-007,173,56,41,188,False
2026-01-19,BEV-003,STR-008,107,77,59,125,False
2026-01-19,BEV-003,STR-009,140,81,67,154,False
2026-01-19,BEV-003,STR-010,186,72,77,181,False
2026-01-19,BEV-003,STR-011,181,94,57,218,False
2026-01-19,BEV-003,STR-012,103,99,80,122,False
2026-01-19,BEV-003,STR-013,113,41,73,81,False
2026-01-19,BEV-003,STR-014,123,78,90,111,False
2026-01-19,BEV-003,STR-015,88,49,41,96,False
2026-01-19,BEV-003,STR-016,96,33,69,60,False
2026-01-19,BEV-003,STR-017,146,84,39,191,False
2026-01-19,BEV-003,STR-018,185,39,97,127,False
2026-01-19,BEV-003,STR-019,102,80,57,125,False
2026-01-19,BEV-003,STR-020,156,24,59,121,False
2026-01-19,BEV-003,STR-021,148,84,61,171,False
2026-01-19,BEV-003,STR-022,91,81,140,32,False
2026-01-19,BEV-003,STR-023,195,97,58,234,False
2026-01-19,BEV-003,STR-024,80,75,61,94,False
2026-01-19,BEV-003,STR-025,127,25,54,98,False
2026-01-19,BEV-003,STR-026,134,49,101,82,False
2026-01-19,BEV-003,STR-027,141,68,52,157,False
2026-01-19,BEV-003,STR-028,182,93,68,207,False
2026-01-19,BEV-003,STR-029,97,52,48,101,False
2026-01-19,BEV-003,STR-030,109,30,70,69,False
2026-01-19,BEV-003,STR-031,192,89,51,230,False
2026-01-19,BEV-003,STR-032,104,20,48,76,False
2026-01-19,BEV-003,STR-033,181,20,43,158,False
2026-01-19,BEV-003,STR-034,95,86,88,93,False
2026-01-19,BEV-003,STR-035,163,46,34,175,False
2026-01-19,BEV-003,STR-036,120,72,64,128,False
2026-01-19,BEV-003,STR-037,99,74,53,120,False
2026-01-19,BEV-003,STR-038,112,53,105,60,False
2026-01-19,BEV-003,STR-039,134,92,53,173,False
2026-01-19,BEV-003,STR-040,115,70,45,140,False
2026-01-19,BEV-004,STR-001,132,90,90,132,False
2026-01-19,BEV-004,STR-002,141,42,133,50,False
2026-01-19,BEV-004,STR-003,151,81,47,185,False
2026-01-19,BEV-004,STR-004,119,93,56,156,False
2026-01-19,BEV-004,STR-005,170,70,40,200,False
2026-01-19,BEV-004,STR-006,189,35,114,110,False
2026-01-19,BEV-004,STR-007,137,40,46,131,False
2026-01-19,BEV-004,STR-008,145,71,58,158,False
2026-01-19,BEV-004,STR-009,182,90,88,184,False
2026-01-19,BEV-004,STR-010,167,26,122,71,False
2026-01-19,BEV-004,STR-011,161,20,37,144,False
2026-01-19,BEV-004,STR-012,185,38,81,142,False
2026-01-19,BEV-004,STR-013,156,75,49,182,False
2026-01-19,BEV-004,STR-014,113,48,76,85,False
2026-01-19,BEV-004,STR-015,157,24,47,134,False
2026-01-19,BEV-004,STR-016,199,71,48,222,False
2026-01-19,BEV-004,STR-017,146,56,54,148,False
2026-01-19,BEV-004,STR-018,156,27,93,90,False
2026-01-19,BEV-004,STR-019,184,42,55,171,False
2026-01-19,BEV-004,STR-020,136,21,82,75,False
2026-01-19,BEV-004,STR-021,164,86,48,202,False
2026-01-19,BEV-004,STR-022,84,96,78,102,False
2026-01-19,BEV-004,STR-023,169,49,40,178,False
2026-01-19,BEV-004,STR-024,166,24,76,114,False
2026-01-19,BEV-004,STR-025,163,20,40,143,False
2026-01-19,BEV-004,STR-026,91,55,102,44,False
2026-01-19,BEV-004,STR-027,125,70,77,118,False
2026-01-19,BEV-004,STR-028,105,86,55,136,False
2026-01-19,BEV-004,STR-029,170,28,51,147,False
2026-01-19,BEV-004,STR-030,150,56,102,104,False
2026-01-19,BEV-004,STR-031,151,94,24,221,False
2026-01-19,BEV-004,STR-032,184,55,56,183,False
2026-01-19,BEV-004,STR-033,104,78,43,139,False
2026-01-19,BEV-004,STR-034,153,20,73,100,False
2026-01-19,BEV-004,STR-035,132,84,45,171,False
2026-01-19,BEV-004,STR-036,89,84,63,110,False
2026-01-19,BEV-004,STR-037,94,85,48,131,False
2026-01-19,BEV-004,STR-038,192,88,109,171,False
2026-01-19,BEV-004,STR-039,153,52,84,121,False
2026-01-19,BEV-004,STR-040,128,92,78,142,False
2026-01-19,BEV-005,STR-001,111,63,66,108,False
2026-01-19,BEV-005,STR-002,138,78,107,109,False
2026-01-19,BEV-005,STR-003,190,23,46,167,False
2026-01-19,BEV-005,STR-004,113,28,33,108,False
2026-01-19,BEV-005,STR-005,180,48,47,181,False
2026-01-19,BEV-005,STR-006,109,60,95,74,False
2026-01-19,BEV-005,STR-007,125,86,61,150,False
2026-01-19,BEV-005,STR-008,169,53,48,174,False
2026-01-19,BEV-005,STR-009,91,71,51,111,False
2026-01-19,BEV-005,STR-010,185,63,109,139,False
2026-01-19,BEV-005,STR-011,199,42,40,201,False
2026-01-19,BEV-005,STR-012,125,47,66,106,False
2026-01-19,BEV-005,STR-013,114,43,51,106,False
2026-01-19,BEV-005,STR-014,167,44,93,118,False
2026-01-19,BEV-005,STR-015,105,50,32,123,False
2026-01-19,BEV-005,STR-016,191,53,51,193,False
2026-01-19,BEV-005,STR-017,105,51,43,113,False
2026-01-19,BEV-005,STR-018,125,39,135,29,False
2026-01-19,BEV-005,STR-019,95,30,63,62,False
2026-01-19,BEV-005,STR-020,164,83,58,189,False
2026-01-19,BEV-005,STR-021,177,89,50,216,False
2026-01-19,BEV-005,STR-022,188,81,99,170,False
2026-01-19,BEV-005,STR-023,120,83,24,179,False
2026-01-19,BEV-005,STR-024,192,93,65,220,False
2026-01-19,BEV-005,STR-025,142,43,58,127,False
2026-01-19,BEV-005,STR-026,197,85,85,197,False
2026-01-19,BEV-005,STR-027,108,93,36,165,False
2026-01-19,BEV-005,STR-028,147,74,42,179,False
2026-01-19,BEV-005,STR-029,149,24,53,120,False
2026-01-19,BEV-005,STR-030,130,42,93,79,False
2026-01-19,BEV-005,STR-031,95,86,21,160,False
2026-01-19,BEV-005,STR-032,168,21,51,138,False
2026-01-19,BEV-005,STR-033,106,68,48,126,False
2026-01-19,BEV-005,STR-034,121,66,86,101,False
2026-01-19,BEV-005,STR-035,113,43,54,102,False
2026-01-19,BEV-005,STR-036,110,54,42,122,False
2026-01-19,BEV-005,STR-037,158,63,46,175,False
2026-01-19,BEV-005,STR-038,143,74,72,145,False
2026-01-19,BEV-005,STR-039,169,67,50,186,False
2026-01-19,BEV-005,STR-040,131,55,50,136,False
2026-01-19,BEV-006,STR-001,153,36,69,120,False
2026-01-19,BEV-006,STR-002,167,49,99,117,False
2026-01-19,BEV-006,STR-003,172,54,60,166,False
2026-01-19,BEV-006,STR-004,151,75,69,157,False
2026-01-19,BEV-006,STR-005,105,38,39,104,False
2026-01-19,BEV-006,STR-006,174,39,120,93,False
2026-01-19,BEV-006,STR-007,81,42,42,81,False
2026-01-19,BEV-006,STR-008,97,100,55,142,False
2026-01-19,BEV-006,STR-009,172,60,34,198,False
2026-01-19,BEV-006,STR-010,118,52,144,26,False
2026-01-19,BEV-006,STR-011,152,26,35,143,False
2026-01-19,BEV-006,STR-012,168,40,51,157,False
2026-01-19,BEV-006,STR-013,184,52,66,170,False
2026-01-19,BEV-006,STR-014,160,32,88,104,False
2026-01-19,BEV-006,STR-015,122,53,37,138,False
2026-01-19,BEV-006,STR-016,151,91,41,201,False
2026-01-19,BEV-006,STR-017,112,64,35,141,False
2026-01-19,BEV-006,STR-018,95,64,72,87,False
2026-01-19,BEV-006,STR-019,157,45,43,159,False
2026-01-19,BEV-006,STR-020,163,88,40,211,False
2026-01-19,BEV-006,STR-021,179,56,48,187,False
2026-01-19,BEV-006,STR-022,166,85,80,171,False
2026-01-19,BEV-006,STR-023,174,77,37,214,False
2026-01-19,BEV-006,STR-024,128,98,50,176,False
2026-01-19,BEV-006,STR-025,160,38,51,147,False
2026-01-19,BEV-006,STR-026,161,63,96,128,False
2026-01-19,BEV-006,STR-027,158,93,29,222,False
2026-01-19,BEV-006,STR-028,196,29,64,161,False
2026-01-19,BEV-006,STR-029,123,49,49,123,False
2026-01-19,BEV-006,STR-030,163,57,80,140,False
2026-01-19,BEV-006,STR-031,157,70,59,168,False
2026-01-19,BEV-006,STR-032,136,66,52,150,False
2026-01-19,BEV-006,STR-033,146,77,74,149,False
2026-01-19,BEV-006,STR-034,103,22,82,43,False
2026-01-19,BEV-006,STR-035,110,52,33,129,False
2026-01-19,BEV-006,STR-036,169,30,61,138,False
2026-01-19,BEV-006,STR-037,130,33,38,125,False
2026-01-19,BEV-006,STR-038,199,80,81,198,False
2026-01-19,BEV-006,STR-039,83,70,39,114,False
2026-01-19,BEV-006,STR-040,90,33,47,76,False
2026-01-19,BEV-007,STR-001,99,30,48,81,False
2026-01-19,BEV-007,STR-002,193,69,85,177,False
2026-01-19,BEV-007,STR-003,111,56,34,133,False
2026-01-19,BEV-007,STR-004,96,36,50,82,False
2026-01-19,BEV-007,STR-005,101,23,51,73,False
2026-01-19,BEV-007,STR-006,125,61,69,117,False
2026-01-19,BEV-007,STR-007,139,89,58,170,False
2026-01-19,BEV-007,STR-008,150,76,48,178,False
2026-01-19,BEV-007,STR-009,169,89,59,199,False
2026-01-19,BEV-007,STR-010,156,78,84,150,False
2026-01-19,BEV-007,STR-011,161,92,45,208,False
2026-01-19,BEV-007,STR-012,161,88,67,182,False
2026-01-19,BEV-007,STR-013,124,81,38,167,False
2026-01-19,BEV-007,STR-014,183,31,89,125,False
2026-01-19,BEV-007,STR-015,126,72,50,148,False
2026-01-19,BEV-007,STR-016,118,21,43,96,False
2026-01-19,BEV-007,STR-017,184,37,63,158,False
2026-01-19,BEV-007,STR-018,140,88,77,151,False
2026-01-19,BEV-007,STR-019,198,82,42,238,False
2026-01-19,BEV-007,STR-020,141,58,60,139,False
2026-01-19,BEV-007,STR-021,135,57,48,144,False
2026-01-19,BEV-007,STR-022,181,20,88,113,False
2026-01-19,BEV-007,STR-023,104,72,47,129,False
2026-01-19,BEV-007,STR-024,135,70,40,165,False
2026-01-19,BEV-007,STR-025,171,69,63,177,False
2026-01-19,BEV-007,STR-026,108,53,119,42,False
2026-01-19,BEV-007,STR-027,160,50,50,160,False
2026-01-19,BEV-007,STR-028,182,98,61,219,False
2026-01-19,BEV-007,STR-029,167,54,74,147,False
2026-01-19,BEV-007,STR-030,175,88,75,188,False
2026-01-19,BEV-007,STR-031,132,44,56,120,False
2026-01-19,BEV-007,STR-032,103,37,55,85,False
2026-01-19,BEV-007,STR-033,161,78,46,193,False
2026-01-19,BEV-007,STR-034,114,99,111,102,False
2026-01-19,BEV-007,STR-035,121,22,53,90,False
2026-01-19,BEV-007,STR-036,148,22,63,107,False
2026-01-19,BEV-007,STR-037,93,56,44,105,False
2026-01-19,BEV-007,STR-038,171,76,77,170,False
2026-01-19,BEV-007,STR-039,109,31,35,105,False
2026-01-19,BEV-007,STR-040,143,47,41,149,False
2026-01-19,BEV-008,STR-001,119,83,59,143,False
2026-01-19,BEV-008,STR-002,139,24,116,47,False
2026-01-19,BEV-008,STR-003,187,38,27,198,False
2026-01-19,BEV-008,STR-004,179,70,44,205,False
2026-01-19,BEV-008,STR-005,140,43,49,134,False
2026-01-19,BEV-008,STR-006,187,52,82,157,False
2026-01-19,BEV-008,STR-007,186,21,59,148,False
2026-01-19,BEV-008,STR-008,178,51,54,175,False
2026-01-19,BEV-008,STR-009,136,51,45,142,False
2026-01-19,BEV-008,STR-010,84,45,103,26,False
2026-01-19,BEV-008,STR-011,178,32,45,165,False
2026-01-19,BEV-008,STR-012,106,80,50,136,False
2026-01-19,BEV-008,STR-013,119,61,45,135,False
2026-01-19,BEV-008,STR-014,173,25,78,120,False
2026-01-19,BEV-008,STR-015,150,86,51,185,False
2026-01-19,BEV-008,STR-016,141,58,46,153,False
2026-01-19,BEV-008,STR-017,193,26,47,172,False
2026-01-19,BEV-008,STR-018,107,34,107,34,False
2026-01-19,BEV-008,STR-019,135,61,45,151,False
2026-01-19,BEV-008,STR-020,181,55,47,189,False
2026-01-19,BEV-008,STR-021,130,51,56,125,False
2026-01-19,BEV-008,STR-022,85,94,76,103,False
2026-01-19,BEV-008,STR-023,140,96,79,157,False
2026-01-19,BEV-008,STR-024,178,31,53,156,False
2026-01-19,BEV-008,STR-025,143,31,48,126,False
2026-01-19,BEV-008,STR-026,123,100,108,115,False
2026-01-19,BEV-008,STR-027,125,39,24,140,False
2026-01-19,BEV-008,STR-028,181,33,53,161,False
2026-01-19,BEV-008,STR-029,109,60,38,131,False
2026-01-19,BEV-008,STR-030,180,64,101,143,False
2026-01-19,BEV-008,STR-031,136,44,85,95,False
2026-01-19,BEV-008,STR-032,128,65,72,121,False
2026-01-19,BEV-008,STR-033,112,25,71,66,False
2026-01-19,BEV-008,STR-034,136,91,85,142,False
2026-01-19,BEV-008,STR-035,169,82,21,230,False
2026-01-19,BEV-008,STR-036,103,89,44,148,False
2026-01-19,BEV-008,STR-037,173,79,42,210,False
2026-01-19,BEV-008,STR-038,186,96,73,209,False
2026-01-19,BEV-008,STR-039,150,40,44,146,False
2026-01-19,BEV-008,STR-040,99,77,45,131,False
2026-01-19,BEV-009,STR-001,113,89,30,172,False
2026-01-19,BEV-009,STR-002,80,84,87,77,False
2026-01-19,BEV-009,STR-003,103,22,29,96,False
2026-01-19,BEV-009,STR-004,126,99,67,158,False
2026-01-19,BEV-009,STR-005,172,28,70,130,False
2026-01-19,BEV-009,STR-006,148,69,94,123,False
2026-01-19,BEV-009,STR-007,167,83,14,236,False
2026-01-19,BEV-009,STR-008,99,98,82,115,False
2026-01-19,BEV-009,STR-009,132,61,61,132,False
2026-01-19,BEV-009,STR-010,146,28,99,75,False
2026-01-19,BEV-009,STR-011,200,36,27,209,False
2026-01-19,BEV-009,STR-012,84,45,54,75,False
2026-01-19,BEV-009,STR-013,104,32,45,91,False
2026-01-19,BEV-009,STR-014,162,69,78,153,False
2026-01-19,BEV-009,STR-015,147,99,78,168,False
2026-01-19,BEV-009,STR-016,112,26,49,89,False
2026-01-19,BEV-009,STR-017,157,29,52,134,False
2026-01-19,BEV-009,STR-018,197,46,84,159,False
2026-01-19,BEV-009,STR-019,198,30,62,166,False
2026-01-19,BEV-009,STR-020,161,27,50,138,False
2026-01-19,BEV-009,STR-021,175,73,53,195,False
2026-01-19,BEV-009,STR-022,181,27,132,76,False
2026-01-19,BEV-009,STR-023,114,87,70,131,False
2026-01-19,BEV-009,STR-024,89,58,46,101,False
2026-01-19,BEV-009,STR-025,107,86,56,137,False
2026-01-19,BEV-009,STR-026,172,49,76,145,False
2026-01-19,BEV-009,STR-027,104,44,43,105,False
2026-01-19,BEV-009,STR-028,111,92,49,154,False
2026-01-19,BEV-009,STR-029,102,91,76,117,False
2026-01-19,BEV-009,STR-030,133,33,103,63,False
2026-01-19,BEV-009,STR-031,153,65,50,168,False
2026-01-19,BEV-009,STR-032,169,74,77,166,False
2026-01-19,BEV-009,STR-033,101,43,48,96,False
2026-01-19,BEV-009,STR-034,144,63,73,134,False
2026-01-19,BEV-009,STR-035,148,96,46,198,False
2026-01-19,BEV-009,STR-036,125,60,63,122,False
2026-01-19,BEV-009,STR-037,121,67,28,160,False
2026-01-19,BEV-009,STR-038,161,75,111,125,False
2026-01-19,BEV-009,STR-039,121,97,78,140,False
2026-01-19,BEV-009,STR-040,149,47,52,144,False
2026-01-19,BEV-010,STR-001,150,52,49,153,False
2026-01-19,BEV-010,STR-002,137,77,82,132,False
2026-01-19,BEV-010,STR-003,80,24,55,49,False
2026-01-19,BEV-010,STR-004,156,22,68,110,False
2026-01-19,BEV-010,STR-005,193,58,55,196,False
2026-01-19,BEV-010,STR-006,108,47,80,75,False
2026-01-19,BEV-010,STR-007,82,55,44,93,False
2026-01-19,BEV-010,STR-008,145,91,55,181,False
2026-01-19,BEV-010,STR-009,153,39,48,144,False
2026-01-19,BEV-010,STR-010,138,65,91,112,False
2026-01-19,BEV-010,STR-011,113,66,45,134,False
2026-01-19,BEV-010,STR-012,111,49,28,132,False
2026-01-19,BEV-010,STR-013,118,31,56,93,False
2026-01-19,BEV-010,STR-014,152,47,81,118,False
2026-01-19,BEV-010,STR-015,172,61,51,182,False
2026-01-19,BEV-010,STR-016,102,82,81,103,False
2026-01-19,BEV-010,STR-017,168,93,96,165,False
2026-01-19,BEV-010,STR-018,92,96,145,43,False
2026-01-19,BEV-010,STR-019,84,93,44,133,False
2026-01-19,BEV-010,STR-020,179,27,54,152,False
2026-01-19,BEV-010,STR-021,122,64,47,139,False
2026-01-19,BEV-010,STR-022,135,73,78,130,False
2026-01-19,BEV-010,STR-023,95,49,39,105,False
2026-01-19,BEV-010,STR-024,188,97,73,212,False
2026-01-19,BEV-010,STR-025,161,100,67,194,False
2026-01-19,BEV-010,STR-026,119,87,85,121,False
2026-01-19,BEV-010,STR-027,149,92,47,194,False
2026-01-19,BEV-010,STR-028,144,48,55,137,False
2026-01-19,BEV-010,STR-029,166,70,43,193,False
2026-01-19,BEV-010,STR-030,176,96,104,168,False
2026-01-19,BEV-010,STR-031,91,48,48,91,False
2026-01-19,BEV-010,STR-032,180,70,57,193,False
2026-01-19,BEV-010,STR-033,123,30,61,92,False
2026-01-19,BEV-010,STR-034,175,26,87,114,False
2026-01-19,BEV-010,STR-035,113,30,43,100,False
2026-01-19,BEV-010,STR-036,135,36,60,111,False
2026-01-19,BEV-010,STR-037,141,91,84,148,False
2026-01-19,BEV-010,STR-038,130,93,71,152,False
2026-01-19,BEV-010,STR-039,158,87,38,207,False
2026-01-19,BEV-010,STR-040,89,54,42,101,False
2026-01-19,BEV-011,STR-001,121,93,78,136,False
2026-01-19,BEV-011,STR-002,165,72,78,159,False
2026-01-19,BEV-011,STR-003,124,44,32,136,False
2026-01-19,BEV-011,STR-004,156,23,46,133,False
2026-01-19,BEV-011,STR-005,101,64,66,99,False
2026-01-19,BEV-011,STR-006,182,76,106,152,False
2026-01-19,BEV-011,STR-007,136,25,52,109,False
2026-01-19,BEV-011,STR-008,109,45,49,105,False
2026-01-19,BEV-011,STR-009,99,30,71,58,False
2026-01-19,BEV-011,STR-010,86,51,89,48,False
2026-01-19,BEV-011,STR-011,198,38,29,207,False
2026-01-19,BEV-011,STR-012,184,56,49,191,False
2026-01-19,BEV-011,STR-013,168,34,42,160,False
2026-01-19,BEV-011,STR-014,140,22,70,92,False
2026-01-19,BEV-011,STR-015,174,88,48,214,False
2026-01-19,BEV-011,STR-016,149,86,48,187,False
2026-01-19,BEV-011,STR-017,150,81,82,149,False
2026-01-19,BEV-011,STR-018,98,22,83,37,False
2026-01-19,BEV-011,STR-019,195,87,46,236,False
2026-01-19,BEV-011,STR-020,101,27,37,91,False
2026-01-19,BEV-011,STR-021,181,99,50,230,False
2026-01-19,BEV-011,STR-022,139,21,82,78,False
2026-01-19,BEV-011,STR-023,164,54,53,165,False
2026-01-19,BEV-011,STR-024,196,66,51,211,False
2026-01-19,BEV-011,STR-025,82,57,27,112,False
2026-01-19,BEV-011,STR-026,163,69,93,139,False
2026-01-19,BEV-011,STR-027,128,85,58,155,False
2026-01-19,BEV-011,STR-028,92,60,74,78,False
2026-01-19,BEV-011,STR-029,156,88,52,192,False
2026-01-19,BEV-011,STR-030,105,84,75,114,False
2026-01-19,BEV-011,STR-031,151,22,58,115,False
2026-01-19,BEV-011,STR-032,198,87,40,245,False
2026-01-19,BEV-011,STR-033,142,70,54,158,False
2026-01-19,BEV-011,STR-034,82,64,109,37,False
2026-01-19,BEV-011,STR-035,125,100,62,163,False
2026-01-19,BEV-011,STR-036,144,55,77,122,False
2026-01-19,BEV-011,STR-037,160,52,88,124,False
2026-01-19,BEV-011,STR-038,193,23,86,130,False
2026-01-19,BEV-011,STR-039,115,48,45,118,False
2026-01-19,BEV-011,STR-040,194,70,32,232,False
2026-01-19,BEV-012,STR-001,91,68,58,101,False
2026-01-19,BEV-012,STR-002,166,98,75,189,False
2026-01-19,BEV-012,STR-003,167,49,40,176,False
2026-01-19,BEV-012,STR-004,153,39,51,141,False
2026-01-19,BEV-012,STR-005,119,97,41,175,False
2026-01-19,BEV-012,STR-006,149,36,91,94,False
2026-01-19,BEV-012,STR-007,97,94,40,151,False
2026-01-19,BEV-012,STR-008,182,45,49,178,False
2026-01-19,BEV-012,STR-009,119,87,54,152,False
2026-01-19,BEV-012,STR-010,135,38,93,80,False
2026-01-19,BEV-012,STR-011,152,40,60,132,False
2026-01-19,BEV-012,STR-012,151,88,41,198,False
2026-01-19,BEV-012,STR-013,95,43,50,88,False
2026-01-19,BEV-012,STR-014,192,38,76,154,False
2026-01-19,BEV-012,STR-015,177,60,38,199,False
2026-01-19,BEV-012,STR-016,132,72,49,155,False
2026-01-19,BEV-012,STR-017,175,55,45,185,False
2026-01-19,BEV-012,STR-018,104,33,88,49,False
2026-01-19,BEV-012,STR-019,83,98,42,139,False
2026-01-19,BEV-012,STR-020,157,92,66,183,False
2026-01-19,BEV-012,STR-021,156,49,73,132,False
2026-01-19,BEV-012,STR-022,83,65,78,70,False
2026-01-19,BEV-012,STR-023,179,81,43,217,False
2026-01-19,BEV-012,STR-024,188,97,48,237,False
2026-01-19,BEV-012,STR-025,163,67,52,178,False
2026-01-19,BEV-012,STR-026,129,82,74,137,False
2026-01-19,BEV-012,STR-027,100,44,15,129,False
2026-01-19,BEV-012,STR-028,132,21,48,105,False
2026-01-19,BEV-012,STR-029,132,48,71,109,False
2026-01-19,BEV-012,STR-030,105,46,113,38,False
2026-01-19,BEV-012,STR-031,198,76,49,225,False
2026-01-19,BEV-012,STR-032,142,61,69,134,False
2026-01-19,BEV-012,STR-033,193,51,58,186,False
2026-01-19,BEV-012,STR-034,179,25,81,123,False
2026-01-19,BEV-012,STR-035,185,68,45,208,False
2026-01-19,BEV-012,STR-036,130,98,61,167,False
2026-01-19,BEV-012,STR-037,153,96,63,186,False
2026-01-19,BEV-012,STR-038,162,24,92,94,False
2026-01-19,BEV-012,STR-039,137,78,38,177,False
2026-01-19,BEV-012,STR-040,85,51,80,56,False
2026-01-19,BEV-013,STR-001,130,25,65,90,False
2026-01-19,BEV-013,STR-002,146,100,86,160,False
